first_name,last_name,position,position_label,team_abbreviation,age,overall_rating,dev_trait,speed,strength,awareness,throw_accuracy,throw_power,catching,route_running,tackle_rating,coverage,pass_rush,kickpower,kickaccuracy,runblocking,passblocking,annual_salary,years_remaining
Moro,Ojomo,DL,DL,PHI,24,68,Normal,71,84,68,9,20,33,8,78,24,78,28,22,45,45,0.98,3
Tyson,Bagent,QB,QB,CHI,25,58,Normal,79,59,59,72,86,25,10,20,12,20,32,26,19,19,5.0,1
Liam,Anderson,LB,LB,IND,25,61,Normal,87,70,56,6,22,65,12,76,62,78,14,13,45,45,1.0,1
Keaton,Mitchell,RB,RB,BAL,23,74,Normal,94,60,71,23,27,71,58,27,28,30,10,10,40,46,4.62,1
Malik,Heath,WR,WR,GB,25,66,Normal,87,64,66,20,33,81,68,31,16,29,17,12,50,29,,
Kadeem,Telfort,OL,OL,GB,26,61,Normal,58,86,63,7,21,20,8,28,8,26,10,8,65,67,,
Tommy,DeVito,QB,QB,NYG,27,61,Normal,84,62,63,75,83,32,13,21,10,23,22,21,12,10,2.2,1
Bryce,Ford-Wheaton,WR,WR,NYG,25,68,Normal,92,68,65,19,37,79,70,38,20,28,23,22,51,40,,
Dyontae,Johnson,LB,LB,NYG,24,65,Normal,86,73,59,6,36,57,14,78,56,79,10,16,45,45,,
Brady,Russell,TE,TE,SEA,27,61,Normal,80,71,62,12,24,75,56,41,14,42,14,11,58,55,2.4,1
Jason,Brownlee,WR,WR,KC,26,67,Normal,86,64,58,19,30,77,64,30,20,30,14,13,47,35,1.07,1
Claudin,Cherelus,LB,LB,CAR,26,63,Normal,87,70,66,32,41,50,14,77,50,81,20,15,45,45,1.29,1
Xavier,Gipson,WR,WR,NYJ,24,71,Normal,92,56,64,10,34,81,72,39,24,36,16,11,47,26,1.09,1
Trenton,Simpson,LB,LB,BAL,24,78,Normal,91,77,76,31,35,47,20,82,64,87,16,14,45,35,1.35,3
Jordon,Riley,DL,DL,NYG,27,68,Normal,63,88,65,6,15,20,8,82,12,78,8,7,45,45,1.09,1
Cam,Jones,LB,LB,KC,25,64,Normal,85,65,68,14,30,54,10,78,57,81,20,11,45,45,1.3,1
Truman,Jones,DL,DL,NE,25,65,Normal,83,71,65,6,20,32,8,73,35,81,27,23,40,35,0.92,1
Nikko,Remigio,WR,WR,KC,25,67,Normal,87,63,61,12,29,82,71,31,16,28,20,20,44,29,1.07,1
Chandler,Zavala,OL,OL,CAR,26,64,Normal,66,88,64,8,21,30,10,31,10,28,21,13,69,72,1.15,3
Bijan,Robinson,RB,RB,ATL,23,92,X-Factor,91,81,88,30,37,71,64,36,14,36,23,19,46,55,5.49,3
Jaxon,Smith-Njigba,WR,WR,SEA,23,86,Superstar,91,63,91,10,29,96,82,24,15,24,16,11,53,31,42.15,3
Quentin,Johnston,WR,WR,LAC,24,76,Normal,93,70,80,15,30,86,76,31,16,30,22,18,52,35,3.55,3
Mazi,Smith,DL,DL,DAL,24,73,Normal,74,91,66,6,22,33,10,84,13,80,13,12,45,40,3.32,3
Myles,Murphy,DL,DL,CIN,23,70,Normal,88,82,64,34,51,40,11,76,32,82,15,14,45,40,3.15,3
Luke,Schoonmaker,TE,TE,DAL,26,71,Normal,85,72,71,10,37,80,60,52,36,51,18,14,64,61,1.57,3
O'Cyrus,Torrence,OL,OL,BUF,25,73,Normal,61,91,74,6,21,25,8,35,8,34,14,13,78,70,1.56,3
Hendon,Hooker,QB,QB,DET,27,66,Normal,86,67,35,79,89,44,22,21,12,22,18,14,23,15,1.2,1
Kendre,Miller,RB,RB,NO,23,75,Star,90,75,76,27,36,64,46,57,36,60,18,15,36,47,1.41,3
Daiyan,Henley,LB,LB,LAC,25,83,Star,88,65,84,6,24,72,49,89,74,83,51,44,45,40,1.36,3
Tank,Bigsby,RB,RB,JAX,23,77,Normal,92,75,77,16,27,62,48,32,14,33,17,15,34,54,1.35,3
DeMarvion,Overshown,LB,LB,DAL,25,76,Normal,88,64,82,6,22,66,32,81,67,90,18,16,40,35,1.35,3
Dorian,Williams,LB,LB,BUF,24,75,Normal,89,63,75,12,20,65,12,88,65,81,18,16,35,30,1.35,3
Darnell,Washington,TE,TE,PIT,24,76,Star,84,81,69,10,32,78,58,55,20,54,15,21,75,64,10.5,3
Michael,Wilson,WR,WR,ARI,25,78,Normal,89,72,80,20,33,89,77,42,12,38,25,24,56,32,1.33,3
Jake,Moody,K,K,SF,25,69,Normal,65,51,51,31,35,33,8,29,14,31,97,72,15,15,1.5,1
Tre,Tucker,WR,WR,LV,24,74,Normal,95,53,71,14,26,85,76,24,10,20,23,22,54,26,1.33,3
Cameron,Latu,TE,TE,PHI,25,65,Normal,80,73,72,10,25,76,60,50,24,50,12,10,59,56,0.92,1
Nick,Saldiveri,OL,OL,NO,25,63,Normal,65,84,68,6,26,24,16,27,11,32,13,12,65,70,1.19,3
Chad,Ryland,K,K,ARI,25,74,Normal,73,40,61,30,34,35,10,24,12,22,94,76,12,10,1.85,1
Sidy,Sow,OL,OL,NE,27,64,Normal,73,87,72,6,24,50,39,51,19,54,21,18,76,67,,
Ventrell,Miller,LB,LB,JAX,26,67,Normal,83,74,70,11,17,58,10,74,65,82,15,14,45,35,1.14,3
Jon,Gaines II,OL,OL,ARI,26,66,Normal,72,77,71,6,20,25,8,25,11,26,14,12,69,72,,
Derius,Davis,WR,WR,LAC,24,70,Normal,94,63,60,10,23,82,72,34,23,28,17,16,44,26,1.14,3
Isaiah,McGuire,DL,DL,CLE,24,70,Normal,79,79,66,6,20,34,10,78,36,83,16,15,45,45,1.14,3
Charlie,Jones,WR,WR,CIN,26,70,Normal,90,56,62,10,29,86,73,34,26,32,18,14,46,29,1.13,3
Aidan,O'Connell,QB,QB,LV,27,68,Normal,75,55,70,81,86,21,10,20,12,19,15,13,15,17,1.09,3
KJ,Henry,DL,DL,CLE,26,65,Normal,85,68,64,7,22,39,10,76,36,82,14,12,40,35,,
Clayton,Tune,QB,QB,ARI,26,62,Normal,84,60,56,77,85,28,12,23,14,22,22,14,19,15,,
Dorian,Thompson-Robinson,QB,QB,PHI,25,61,Normal,87,61,40,74,89,71,50,27,10,26,23,23,21,12,,
Jaquelin,Roy,DL,DL,NE,24,70,Normal,68,91,64,8,21,26,8,81,11,76,11,10,54,49,,
Atonio,Mafi,OL,OL,LV,24,62,Normal,55,84,60,6,22,30,8,67,12,64,27,22,72,64,1.09,1
Josh,Whyle,TE,TE,TEN,26,69,Normal,83,71,70,10,30,84,58,37,12,40,18,14,62,60,2.0,1
Justin,Shorter,TE,TE,LV,25,64,Normal,87,69,52,10,34,79,64,39,24,36,16,11,54,53,1.07,1
Mike,Morris,DL,DL,SEA,24,68,Normal,74,82,63,7,22,51,18,75,28,78,17,14,45,40,1.04,3
Colby,Sorsdal,OL,OL,DET,25,63,Normal,67,80,71,6,10,34,10,31,12,34,11,11,71,65,1.04,3
Jordan,McFadden,OL,OL,CHI,25,65,Normal,73,82,73,5,11,26,9,35,10,22,12,13,64,71,1.3,1
Chase,Brown,RB,RB,CIN,25,81,Normal,93,69,81,34,45,68,57,27,14,32,15,13,49,56,1.03,3
Henry,To'oTo'o,LB,LB,HOU,24,74,Normal,85,65,79,6,30,55,18,78,67,86,32,31,35,35,1.02,3
Owen,Pappoe,LB,LB,ARI,24,68,Normal,89,77,65,17,24,62,12,76,64,86,17,12,40,35,1.02,3
Asim,Richards,OL,OL,DAL,24,65,Normal,67,87,67,6,21,52,38,45,12,50,12,12,64,74,1.02,3
Parker,Washington,WR,WR,JAX,23,72,Normal,89,66,72,10,25,82,72,30,10,26,20,18,43,24,1.01,3
Jaelyn,Duncan,OL,OL,TEN,25,61,Normal,69,85,69,7,24,24,10,33,12,35,20,19,64,65,,
Kayshon,Boutte,WR,WR,NE,23,74,Normal,90,56,78,15,28,84,75,26,14,26,16,11,54,29,1.01,3
Luke,Wypler,OL,OL,CLE,24,66,Normal,68,85,72,6,20,29,20,26,10,34,19,15,68,69,1.0,3
A.T.,Perry,WR,WR,DEN,25,70,Normal,90,68,67,10,23,82,73,38,28,38,53,49,56,34,1.07,1
Jarrett,Patterson,OL,OL,HOU,26,72,Normal,61,83,78,5,27,33,14,31,10,31,21,15,68,79,1.0,3
Amari,Burney,LB,LB,TEN,25,64,Normal,89,70,58,27,34,65,42,78,60,83,15,13,40,40,,
Xavier,Hutchinson,WR,WR,HOU,25,69,Normal,88,62,70,42,57,85,71,32,16,34,19,15,48,26,1.0,3
Andrei,Iosivas,WR,WR,CIN,25,71,Normal,92,67,72,15,30,83,72,28,10,26,24,21,37,22,1.0,3
DeMario,Douglas,WR,WR,NE,24,78,Normal,91,57,79,16,25,91,78,41,36,40,21,18,52,30,0.99,3
Deuce,Vaughn,RB,RB,DAL,23,70,Normal,89,58,52,16,24,66,60,25,13,26,19,12,35,44,,
Dante,Stills,DL,DL,ARI,25,70,Normal,76,80,74,15,25,44,14,78,26,77,10,8,40,35,0.99,3
Dee,Winters,LB,LB,SF,24,67,Normal,89,66,68,12,30,65,48,71,66,84,11,11,35,35,0.99,3
Jovaughn,Gwyn,OL,OL,ATL,26,62,Normal,68,89,71,6,19,26,8,40,12,33,22,20,62,70,1.2,1
Nick,Broeker,OL,OL,PIT,24,63,Normal,63,81,72,8,25,35,21,26,12,32,19,15,68,69,1.08,1
Kenny,McIntosh,RB,RB,SEA,25,64,Normal,87,66,64,40,53,72,58,39,30,36,19,20,47,55,0.98,3
Jalen,Brooks,WR,WR,DAL,25,67,Normal,86,61,72,15,25,82,72,28,14,21,19,15,38,21,1.09,1
Brayden,Willis,TE,TE,SF,25,63,Normal,84,76,47,55,58,77,53,46,16,40,47,30,67,61,1.09,1
Spencer,Anderson,OL,OL,PIT,25,64,Normal,67,88,72,7,26,21,8,35,12,26,15,14,65,69,0.98,3
Ronnie,Bell,WR,WR,DET,25,69,Normal,88,58,62,26,47,81,72,26,16,28,18,12,54,33,1.05,1
Jalen,Graham,LB,LB,SF,24,65,Normal,84,65,67,45,54,66,24,77,57,80,20,15,25,25,1.15,1
Alex,Forsyth,OL,OL,DEN,26,66,Normal,66,86,70,6,25,34,23,34,12,36,24,22,71,74,0.98,3
Trevor,Nowaske,LB,LB,DET,26,64,Normal,88,74,59,16,24,62,12,74,52,83,22,21,35,35,1.35,1
Chris,Smith,DL,DL,DET,25,69,Normal,70,92,54,6,16,34,8,83,23,78,30,26,45,45,1.07,1
Elijah,Cooks,WR,WR,PHI,26,65,Normal,87,65,53,22,27,82,64,39,36,40,15,12,51,37,,
Jordan,Mims,RB,RB,TEN,26,61,Normal,85,64,59,28,30,59,48,35,12,36,17,15,40,52,,
Tyrell,Shavers,WR,WR,BUF,26,65,Normal,91,55,59,22,30,78,68,28,23,32,23,19,48,30,1.02,1
Chris,Brooks,RB,RB,GB,25,66,Normal,89,71,62,15,32,65,50,28,15,30,20,22,39,55,,
Brandon,Pili,DL,DL,SEA,26,62,Normal,61,82,68,6,18,22,8,71,13,72,10,9,45,40,1.76,1
Emari,Demercado,RB,RB,ARI,26,71,Normal,91,65,72,18,30,67,56,35,16,40,19,14,49,58,1.25,1
Blake,Whiteheart,TE,TE,CLE,25,62,Normal,82,72,61,25,33,75,56,42,11,44,20,14,60,58,1.15,1
Mohamoud,Diabate,LB,LB,CLE,24,67,Normal,87,69,72,6,26,49,11,79,50,85,15,16,45,35,1.36,1
Julian,Hill,TE,TE,MIA,25,63,Normal,83,75,55,53,60,74,58,34,18,31,15,15,60,60,5.0,2
Ali,Gaye,DL,DL,TEN,27,66,Normal,82,73,63,6,25,41,22,75,40,77,20,20,45,45,1.02,1
Princeton,Fant,TE,TE,DAL,26,61,Normal,87,72,51,17,30,74,57,35,18,23,15,14,56,56,1.06,1
Isaiah,Land,DL,DL,IND,25,64,Normal,85,69,59,14,30,52,30,71,44,81,17,14,45,45,1.13,1
Jalen,Cropper,WR,WR,DAL,24,68,Normal,92,59,49,10,25,81,74,35,27,32,17,13,45,24,,
Jake,Bobo,WR,WR,SEA,27,69,Normal,85,62,73,10,31,85,72,33,10,30,17,18,52,31,2.75,1
Patrick,O'Connell,LB,LB,SEA,26,57,Normal,82,62,59,16,31,60,10,76,48,78,15,15,45,45,1.09,1
Jalen,Redmond,DL,DL,MIN,26,72,Normal,79,85,70,6,22,37,8,79,21,78,14,12,45,40,1.07,1
Nate,Adkins,TE,TE,DEN,26,61,Normal,77,74,52,20,28,79,55,38,23,40,21,19,60,62,1.64,1
Demontrey,Jacobs,OL,OL,NE,26,65,Normal,67,83,72,6,16,28,16,34,12,36,21,11,70,73,1.02,1
Jaleel,McLaughlin,RB,RB,DEN,24,75,Normal,92,66,78,22,31,70,56,29,18,30,18,13,31,48,1.43,1
Alex,Palczewski,OL,OL,DEN,26,64,Normal,63,82,70,7,16,25,16,38,12,36,15,10,70,70,4.75,1
Emanuel,Wilson,RB,RB,GB,26,65,Normal,90,72,63,25,35,68,56,37,12,38,16,17,51,54,1.59,1
Ben,Sims,TE,TE,GB,25,62,Normal,85,69,57,11,27,77,60,28,13,34,18,13,55,53,1.33,1
Luke,Haggard,OL,OL,TB,25,64,Normal,67,84,62,6,24,20,9,29,13,31,20,20,71,73,0.92,1
Rakim,Jarrett,WR,WR,TB,24,68,Normal,91,65,67,10,21,80,71,27,20,30,20,15,53,32,,
Ryan,Miller,WR,WR,TB,25,66,Normal,88,63,59,11,23,78,66,30,11,33,21,17,43,30,1.07,1
Raiqwon,O'Neal,OL,OL,TB,25,61,Normal,71,81,64,19,22,30,8,34,18,32,21,19,63,69,,
Mitchell,Tinsley,WR,WR,CIN,25,64,Normal,86,60,58,25,35,79,64,31,22,36,18,18,56,27,1.07,1
John,Ojukwu,OL,OL,TEN,26,61,Normal,64,86,64,6,19,21,8,55,11,60,15,11,68,66,1.23,1
Elijah,Dotson,RB,RB,ATL,26,60,Normal,88,64,55,19,30,69,56,31,12,19,19,15,35,39,,
Pokey,Wilson,WR,WR,NYJ,25,64,Normal,87,54,67,10,25,79,69,27,15,23,20,18,39,22,,
Shaka,Heyward,LB,LB,CIN,25,62,Normal,88,74,57,7,22,51,14,77,57,77,15,12,45,45,1.09,1
Jaxson,Kirkland,OL,OL,CIN,27,60,Normal,63,80,72,6,22,24,13,28,10,26,19,19,64,70,,
Blake,Grupe,K,K,NO,26,73,Normal,76,28,59,24,27,32,16,24,14,24,92,82,20,20,1.2,1
Anfernee,Orji,LB,LB,TEN,24,66,Normal,87,67,66,12,24,63,20,75,58,81,29,29,35,30,,
Malik,Cunningham,WR,WR,BAL,26,61,Normal,88,63,53,72,87,76,57,29,11,24,17,11,22,21,1.0,1
Drake,Thomas,LB,LB,SEA,25,65,Normal,82,66,63,12,27,57,14,79,58,83,24,22,45,35,4.0,1
Darnell,Wright,OL,OL,CHI,24,80,Normal,72,94,81,5,11,38,16,48,12,55,16,14,84,78,5.24,3
Dalton,Kincaid,TE,TE,BUF,25,75,Star,86,71,74,10,25,85,70,37,18,37,21,19,60,58,3.36,3
Anton,Harrison,OL,OL,JAX,23,71,Normal,73,82,81,6,21,32,14,29,12,38,19,13,73,77,3.3,3
Brenton,Strange,TE,TE,JAX,24,72,Normal,83,77,68,18,28,81,63,53,45,60,22,16,62,62,1.53,3
Juice,Scruggs,OL,OL,HOU,25,74,Normal,65,87,75,6,17,36,10,48,10,50,28,24,76,78,1.52,3
Zacch,Pickens,DL,DL,CHI,25,68,Normal,76,81,68,6,20,45,30,78,22,80,15,14,40,35,1.09,1
Jalin,Hyatt,WR,WR,NYG,23,71,Normal,94,57,68,10,25,82,76,17,10,21,19,19,50,28,1.41,3
Brodric,Martin,DL,DL,DET,26,65,Normal,61,87,62,9,16,48,32,81,18,78,13,12,45,45,,
Tyler,Lacy,DL,DL,JAX,25,68,Normal,69,86,64,6,21,37,18,81,27,77,10,9,45,40,1.13,3
Tyler,Scott,WR,WR,CHI,23,71,Normal,92,53,71,10,26,80,74,40,36,40,20,15,41,25,1.13,1
Sean,Tucker,RB,RB,TB,23,66,Normal,92,76,68,21,26,69,52,35,18,36,22,21,44,48,3.52,1
Tank,Dell,WR,WR,HOU,25,82,Normal,92,50,84,15,27,86,82,21,10,21,19,13,51,27,1.42,3
Cedric,Tillman,WR,WR,CLE,25,72,Normal,88,70,77,17,22,86,74,35,10,30,19,15,55,33,1.4,3
Zach,Harrison,DL,DL,ATL,24,70,Normal,83,81,68,16,23,46,26,81,40,80,15,12,45,40,1.39,3
Wanya,Morris,OL,OL,KC,24,70,Normal,69,83,74,7,21,23,10,30,12,32,12,10,77,73,1.34,3
Jordan,Addison,WR,WR,MIN,23,84,Normal,90,52,89,39,58,91,86,37,31,39,23,17,42,27,3.43,3
Bryan,Bresee,DL,DL,NO,23,74,Normal,78,88,77,10,22,47,6,78,26,82,24,23,45,40,3.07,3
Tucker,Kraft,TE,TE,GB,24,79,Normal,88,76,79,39,52,90,66,53,30,52,29,18,63,59,1.38,3
Josh,Downs,WR,WR,IND,24,80,Star,90,51,82,42,54,90,80,22,10,23,27,25,44,25,1.38,3
Jake,Haener,QB,QB,NO,26,63,Normal,83,61,65,77,86,31,10,22,11,20,56,48,17,14,,
Tyler,Steen,OL,OL,PHI,25,69,Normal,64,91,75,8,26,24,8,48,12,52,12,11,68,76,1.44,3
Drew,Sanders,LB,LB,DEN,24,71,Normal,84,72,73,45,52,64,7,76,66,84,17,15,40,35,1.43,3
Carter,Warren,OL,OL,NYJ,26,66,Normal,64,82,73,13,23,48,37,30,8,26,12,11,63,74,1.07,1
Felix,Anudike-Uzomah,DL,DL,KC,23,72,Normal,81,72,71,6,20,32,8,78,26,85,34,29,40,35,2.95,3
Ricky,Stromberg,OL,OL,CHI,24,69,Normal,64,83,71,6,23,21,8,46,12,50,17,13,78,68,,
Dylan,Horton,DL,DL,HOU,25,67,Normal,81,73,68,6,27,39,8,81,26,80,31,30,45,45,1.16,3
Braeden,Daniels,OL,OL,MIA,25,67,Normal,73,79,75,6,15,34,8,36,12,29,38,32,68,73,,
Dawand,Jones,OL,OL,CLE,24,70,Normal,61,95,75,6,15,22,8,40,9,35,9,9,71,74,1.5,1
Jack,Campbell,LB,LB,DET,25,84,Star,85,76,85,6,25,69,13,90,66,88,16,18,45,45,20.25,3
Anthony,Bradford,OL,OL,SEA,24,73,Normal,70,92,74,8,12,24,9,30,12,21,15,16,78,66,1.16,3
Roschon,Johnson,RB,RB,CHI,24,72,Normal,86,78,77,38,50,66,45,33,12,38,26,24,33,58,1.15,3
Jake,Andrews,OL,OL,HOU,25,66,Normal,67,87,69,17,26,41,8,42,16,52,21,13,74,66,1.16,3
Adetomiwa,Adebawore,DL,DL,IND,24,64,Normal,89,84,60,10,21,30,9,66,22,76,25,21,45,40,1.16,3
Tyjae,Spears,RB,RB,TEN,24,79,Normal,88,71,77,15,29,74,58,30,14,28,21,18,45,60,1.37,3
Peter,Skoronski,OL,OL,TEN,24,76,Normal,67,88,79,8,25,36,10,25,10,26,32,30,77,80,4.92,3
De'Von,Achane,RB,RB,MIA,23,83,Normal,96,68,78,35,44,76,62,30,16,31,18,13,32,45,,
Elijah,Higgins,TE,TE,ARI,24,65,Normal,89,69,56,10,25,78,62,24,16,24,19,18,51,50,1.0,3
Ryan,Hayes,OL,OL,MIA,25,63,Normal,66,78,70,43,47,45,38,40,10,50,56,51,70,68,1.06,1
Matthew,Bergeron,OL,OL,ATL,25,76,Star,63,89,78,6,23,31,18,30,10,28,33,31,79,78,2.24,3
SirVocea,Dennis,LB,LB,TB,25,68,Normal,85,66,70,44,48,63,12,81,62,76,14,12,45,45,1.04,3
Payne,Durham,TE,TE,TB,25,63,Normal,77,73,59,20,20,78,55,44,18,40,21,19,61,55,1.02,3
Trey,Palmer,WR,WR,TB,24,73,Normal,95,54,76,10,25,83,76,46,36,43,18,15,57,30,1.0,3
Steve,Avila,OL,OL,LAR,25,76,Normal,65,88,82,5,17,23,13,30,10,26,27,25,77,74,2.31,3
Desjuan,Johnson,DL,DL,LAR,26,63,Normal,72,79,65,6,10,48,12,74,26,79,11,8,45,40,0.98,3
Jonathan,Mingo,WR,WR,DAL,24,72,Normal,90,71,72,10,30,81,76,43,31,42,25,18,53,32,1.15,1
Calijah,Kancey,DL,DL,TB,24,76,Normal,83,84,74,6,25,52,30,82,24,81,14,12,40,35,3.62,3
Zay,Flowers,WR,WR,BAL,24,85,Star,93,55,81,35,51,87,84,36,32,35,20,15,50,28,3.51,3
Sam,LaPorta,TE,TE,DET,24,86,Superstar,86,74,86,21,31,92,75,59,34,61,17,12,62,60,2.37,3
Michael,Mayer,TE,TE,LV,24,73,Normal,82,79,63,10,25,82,63,54,28,56,15,14,64,60,2.33,3
Rashee,Rice,WR,WR,KC,25,83,Normal,90,71,85,22,47,94,84,32,14,30,25,20,58,37,1.62,3
Davis,Allen,TE,TE,LAR,24,66,Normal,82,69,72,15,44,82,56,63,41,59,18,15,60,55,1.02,3
Puka,Nacua,WR,WR,LAR,24,88,Superstar,93,65,90,10,25,93,88,28,13,25,29,25,59,30,1.02,3
Broderick,Jones,OL,OL,PIT,24,72,Normal,73,86,74,6,24,34,10,54,14,64,14,16,75,74,4.16,3
Keeanu,Benton,DL,DL,PIT,24,76,Normal,70,88,78,6,19,46,10,83,18,80,13,10,45,40,1.83,3
Lukas,Van Ness,DL,DL,GB,24,74,Normal,86,81,72,20,31,42,9,79,38,86,23,21,40,35,4.35,3
Ochaun,Mathis,LB,LB,PHI,26,64,Normal,82,75,62,15,25,42,20,73,37,79,14,14,40,35,,
Kobie,Turner,DL,DL,LAR,26,85,Superstar,74,89,87,7,24,33,11,84,30,84,15,15,55,49,1.35,3
Jahmyr,Gibbs,RB,RB,DET,23,95,X-Factor,95,72,89,17,26,74,66,30,14,32,14,10,30,52,4.46,3
Isaiah,Foskey,DL,DL,NO,24,70,Normal,86,76,66,6,24,48,38,83,43,84,25,22,45,45,1.15,1
Luke,Musgrave,TE,TE,GB,25,70,Normal,89,75,65,10,23,85,65,60,18,48,18,14,61,56,2.12,3
Joe,Tippmann,OL,OL,NYJ,24,79,Normal,73,89,80,6,11,39,16,33,12,32,15,12,82,79,15.5,3
Jayden,Reed,WR,WR,GB,25,81,Normal,94,58,80,35,52,81,82,31,32,34,19,14,49,22,16.75,2
Keion,White,DL,DL,NE,26,78,Normal,82,85,77,6,20,61,47,84,36,85,15,15,50,47,1.95,3
Bryce,Young,QB,QB,CAR,24,75,Normal,87,54,76,84,87,35,12,20,10,23,23,23,16,12,9.49,3
Will,Levis,QB,QB,TEN,26,71,Normal,80,69,62,81,94,47,14,25,12,21,27,16,20,13,2.39,3
Cody,Mauch,OL,OL,TB,26,79,Normal,70,87,80,43,46,50,38,45,10,51,15,15,79,81,1.87,3
Blake,Freeland,OL,OL,IND,24,65,Normal,73,83,66,44,54,53,48,47,14,54,21,23,70,67,1.16,3
C.J.,Stroud,QB,QB,HOU,23,81,Normal,82,61,80,88,91,21,11,24,10,22,20,19,12,12,9.07,3
Zach,Charbonnet,RB,RB,SEA,24,78,Normal,88,79,77,14,23,73,55,50,28,50,18,16,48,55,1.72,3
Jake,Bates,K,K,DET,26,76,Star,72,35,59,21,32,31,10,26,10,24,98,83,20,20,1.07,1
Roger,Rosengarten,OL,OL,BAL,23,74,Normal,75,82,76,7,17,12,9,28,12,31,16,11,77,79,1.61,3
Johnny,Wilson,WR,WR,PHI,24,68,Normal,88,70,71,10,27,78,71,31,16,31,19,15,49,46,1.05,3
Nick,Samac,OL,OL,BAL,24,62,Normal,65,84,70,17,24,24,8,42,16,38,21,13,70,66,1.02,1
Michael,Pratt,QB,QB,TB,23,59,Normal,81,66,47,76,84,38,10,17,10,18,21,19,15,15,,
Chris,Collier,RB,RB,LV,25,66,Normal,89,70,60,19,27,60,44,39,34,48,14,12,45,48,1.0,1
Julian,Pearl,OL,OL,CLE,25,61,Normal,70,86,67,16,28,35,26,37,10,31,21,20,69,72,,
Kendall,Milton,RB,RB,CIN,23,65,Normal,86,72,66,15,27,66,54,31,15,30,17,12,26,47,1.0,1
Donovan,Jennings,OL,OL,GB,25,64,Normal,72,86,65,7,20,21,8,34,24,30,25,26,67,68,1.0,1
Messiah,Swinson,TE,TE,GB,25,61,Normal,77,72,65,10,23,76,56,41,32,45,24,22,57,61,1.0,1
Braiden,McGregor,DL,DL,NYJ,24,67,Normal,80,73,68,6,27,39,8,82,26,80,31,30,45,45,0.95,2
Leonard,Taylor III,DL,DL,NYJ,23,65,Normal,68,84,65,10,10,28,10,75,28,72,26,20,30,33,,
Eric,Watts,DL,DL,NYJ,24,65,Normal,83,79,63,19,32,35,16,76,24,75,26,26,37,32,1.02,1
George,Holani,RB,RB,SEA,25,64,Normal,89,71,60,26,42,69,50,25,16,28,17,13,34,50,1.07,1
Byron,Murphy II,DL,DL,SEA,23,77,Star,77,86,78,6,25,46,24,85,30,81,20,18,45,45,,
Trevor,Keegan,OL,OL,PHI,25,66,Normal,64,85,70,12,22,31,8,34,10,29,26,24,70,73,1.07,3
Emani,Bailey,RB,RB,CAR,23,63,Normal,85,64,68,26,38,61,44,34,18,37,14,13,28,37,,
Ethan,Driskell,OL,OL,KC,25,62,Normal,64,87,56,15,15,28,10,34,10,28,29,25,71,67,0.96,2
Curtis,Jacobs,LB,LB,TEN,23,64,Normal,87,68,64,10,44,56,10,73,66,76,24,22,35,35,,
Carson,Steele,RB,RB,KC,22,70,Normal,86,80,75,35,42,70,60,41,29,47,20,16,49,50,1.06,1
Emory,Jones,QB,QB,ATL,25,51,Normal,80,61,42,69,83,29,16,24,15,20,21,20,16,17,,
Malik,Nabers,WR,WR,NYG,22,87,Star,96,63,88,10,31,87,86,30,15,26,28,25,41,23,7.3,3
Brock,Bowers,TE,TE,LV,22,90,Superstar,89,75,92,10,36,96,78,49,26,53,23,16,61,57,4.53,3
Taliese,Fuaga,OL,OL,NO,23,78,Normal,68,93,74,7,14,22,8,39,9,30,34,31,83,73,4.34,3
Laiatu,Latu,DL,DL,IND,24,76,Normal,84,77,74,5,19,54,15,78,48,80,15,10,45,45,4.26,3
Tyler,Guyton,OL,OL,DAL,23,73,Normal,67,85,77,9,25,33,18,28,15,36,9,8,76,80,3.29,3
Xavier,Legette,WR,WR,CAR,24,74,Normal,93,73,67,32,48,80,73,38,26,37,23,19,56,47,3.09,3
Jonathon,Brooks,RB,RB,CAR,22,77,Star,90,70,72,15,23,65,58,38,26,38,28,22,32,54,2.1,3
Junior,Colson,LB,LB,LAC,22,71,Normal,86,75,65,19,25,55,10,83,67,83,20,15,45,40,1.51,3
Trevin,Wallace,LB,LB,CAR,22,70,Normal,89,70,71,44,50,66,25,80,68,82,21,20,45,40,1.49,3
Cooper,Beebe,OL,OL,DAL,24,74,Normal,71,87,75,6,10,32,16,40,10,38,14,12,77,78,1.48,3
DJ,Glaze,OL,OL,LV,23,73,Normal,65,88,76,7,27,29,12,33,12,34,12,10,76,75,,
Zak,Zinter,OL,OL,CLE,24,70,Normal,63,88,74,7,21,22,10,44,8,42,15,11,74,72,1.43,3
Dominick,Puni,OL,OL,SF,25,83,Star,61,91,82,19,24,44,18,46,9,46,19,21,88,77,1.43,3
Marist,Liufau,LB,LB,DAL,24,72,Normal,84,73,71,21,26,60,28,75,68,86,28,24,45,40,1.42,3
McKinnley,Jackson,DL,DL,CIN,23,69,Normal,64,84,71,15,12,22,4,80,18,76,23,17,45,23,1.4,3
Luke,McCaffrey,WR,WR,WAS,24,70,Normal,90,55,52,47,58,83,72,32,16,34,21,16,41,28,1.4,3
Ja'Tavion,Sanders,TE,TE,CAR,22,71,Normal,83,67,76,10,31,82,62,49,18,46,18,12,54,55,1.26,3
Mason,McCormick,OL,OL,PIT,25,74,Normal,70,90,74,7,28,26,8,37,10,34,19,19,75,76,1.2,3
